job_title,experience_level,employment_type,company_location,company_size,education_required,years_experience,industry,company_name,monthly_salary,remote_state,SQL,Tableau,Spark,Python,Computer Vision,Deep Learning,Azure,Data Visualization,GCP,Scala,Git,PyTorch,Hadoop,Linux,NLP,TensorFlow,Statistics,R,Mathematics,Kubernetes,Docker,MLOps,AWS,Java
Principal Data Scientist,Senior,Freelance,China,Small <50,PhD,6,Retail,TechCorp Inc,7114.0,Hybrid,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AI Research Scientist,Senior,Part Time,Canada,Small <50,Master,9,Finance,AI Innovations,8912.25,No remote,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Executive,Full Time,Singapore,Small <50,Bachelor,11,Healthcare,Digital Transformation LLC,20042.916666666668,Fully remote,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML Ops Engineer,Senior,Part Time,Switzerland,Large >250,Bachelor,7,Healthcare,Autonomous Tech,18233.833333333332,Hybrid,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
ML Ops Engineer,Mid,Contract,Singapore,Medium 50-250,Bachelor,3,Government,Cloud AI Solutions,6480.083333333333,Fully remote,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
AI Software Engineer,Executive,Contract,Germany,Large >250,PhD,18,Transportation,Advanced Robotics,13588.666666666666,No remote,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Research Scientist,Senior,Freelance,China,Large >250,Bachelor,6,Retail,Advanced Robotics,9777.0,Fully remote,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ML Ops Engineer,Senior,Full Time,Japan,Medium 50-250,Master,6,Transportation,Digital Transformation LLC,7115.083333333333,Fully remote,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
NLP Engineer,Entry,Contract,Austria,Large >250,Bachelor,1,Retail,Cloud AI Solutions,3984.0833333333335,Fully remote,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Robotics Engineer,Senior,Part Time,Germany,Large >250,Bachelor,9,Transportation,Advanced Robotics,12240.916666666666,No remote,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Data Scientist,Entry,Part Time,Germany,Small <50,Master,0,Healthcare,Algorithmic Solutions,4378.166666666667,No remote,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Vision Engineer,Senior,Full Time,Switzerland,Medium 50-250,Bachelor,9,Finance,Machine Intelligence Group,16384.583333333332,Hybrid,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer,Executive,Part Time,South Korea,Large >250,Master,16,Media,Algorithmic Solutions,11918.0,Fully remote,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Data Engineer,Mid,Freelance,Netherlands,Medium 50-250,Bachelor,2,Government,DataVision Ltd,7983.416666666667,No remote,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Principal Data Scientist,Entry,Freelance,Norway,Medium 50-250,Bachelor,0,Transportation,Cognitive Computing,8374.75,Hybrid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
Machine Learning Researcher,Senior,Part Time,Ireland,Medium 50-250,Bachelor,9,Automotive,Cloud AI Solutions,6007.916666666667,Fully remote,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ML Ops Engineer,Executive,Freelance,Austria,Medium 50-250,Associate,19,Gaming,Autonomous Tech,12414.916666666666,No remote,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
AI Specialist,Executive,Contract,Finland,Medium 50-250,Bachelor,16,Education,DataVision Ltd,10892.916666666666,Hybrid,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
AI Specialist,Entry,Contract,United Kingdom,Large >250,Master,0,Telecommunications,DataVision Ltd,5280.916666666667,Hybrid,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
AI Architect,Entry,Full Time,France,Small <50,Master,1,Media,Quantum Computing Inc,4278.083333333333,No remote,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Data Analyst,Senior,Contract,France,Small <50,PhD,8,Finance,Predictive Systems,7733.833333333333,Fully remote,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AI Software Engineer,Entry,Full Time,Austria,Small <50,Bachelor,1,Education,Machine Intelligence Group,2783.6666666666665,No remote,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Data Analyst,Entry,Freelance,United Kingdom,Medium 50-250,Master,0,Energy,Neural Networks Co,6412.583333333333,No remote,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
AI Research Scientist,Executive,Full Time,Denmark,Small <50,Master,13,Energy,Advanced Robotics,15238.166666666666,Fully remote,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Robotics Engineer,Entry,Part Time,United Kingdom,Large >250,Associate,1,Real Estate,Advanced Robotics,7305.75,Fully remote,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NLP Engineer,Executive,Contract,South Korea,Small <50,Master,15,Healthcare,AI Innovations,12739.166666666666,No remote,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AI Research Scientist,Entry,Contract,France,Small <50,Master,1,Government,Cognitive Computing,5561.25,Hybrid,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
AI Architect,Mid,Contract,Norway,Small <50,Master,2,Healthcare,Digital Transformation LLC,10255.083333333334,No remote,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Principal Data Scientist,Entry,Full Time,Switzerland,Small <50,Bachelor,0,Transportation,DataVision Ltd,7743.5,Fully remote,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AI Architect,Senior,Part Time,Austria,Small <50,Associate,5,Retail,Advanced Robotics,7667.916666666667,Fully remote,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AI Product Manager,Mid,Part Time,United States,Small <50,Bachelor,2,Education,Digital Transformation LLC,7333.916666666667,Fully remote,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Robotics Engineer,Entry,Contract,Japan,Medium 50-250,PhD,0,Transportation,TechCorp Inc,3465.25,Fully remote,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Data Analyst,Mid,Full Time,Japan,Large >250,PhD,2,Retail,Quantum Computing Inc,7207.75,No remote,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
Machine Learning Engineer,Senior,Freelance,Singapore,Medium 50-250,Bachelor,6,Manufacturing,Advanced Robotics,11334.0,No remote,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
AI Architect,Mid,Contract,Japan,Medium 50-250,PhD,3,Automotive,Smart Analytics,5425.0,Hybrid,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Deep Learning Engineer,Senior,Contract,Denmark,Medium 50-250,Bachelor,7,Telecommunications,AI Innovations,15325.333333333334,Fully remote,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NLP Engineer,Senior,Freelance,Japan,Small <50,PhD,9,Retail,Cloud AI Solutions,5595.833333333333,Hybrid,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AI Software Engineer,Mid,Freelance,China,Medium 50-250,Master,2,Automotive,Predictive Systems,6457.5,Fully remote,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Computer Vision Engineer,Entry,Freelance,United States,Large >250,Master,0,Consulting,Quantum Computing Inc,6306.25,No remote,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,Executive,Part Time,Australia,Small <50,Master,16,Telecommunications,Quantum Computing Inc,10919.916666666666,Hybrid,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
AI Consultant,Senior,Contract,Switzerland,Medium 50-250,PhD,8,Finance,DataVision Ltd,12071.25,No remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
NLP Engineer,Entry,Freelance,Australia,Large >250,Master,1,Retail,Predictive Systems,6144.083333333333,Fully remote,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
AI Research Scientist,Executive,Part Time,Australia,Small <50,PhD,16,Energy,AI Innovations,10247.916666666666,No remote,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Robotics Engineer,Executive,Freelance,Norway,Medium 50-250,PhD,18,Transportation,Future Systems,15640.083333333334,Fully remote,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Machine Learning Researcher,Senior,Contract,Norway,Small <50,Bachelor,9,Healthcare,Algorithmic Solutions,13986.5,Hybrid,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist,Entry,Contract,Ireland,Small <50,Associate,1,Media,Cognitive Computing,3373.6666666666665,Hybrid,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Research Scientist,Executive,Part Time,Denmark,Small <50,PhD,15,Transportation,Cognitive Computing,21623.333333333332,No remote,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Head of AI,Senior,Part Time,Germany,Small <50,Associate,8,Finance,Neural Networks Co,10144.25,No remote,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Machine Learning Researcher,Executive,Part Time,Denmark,Large >250,PhD,11,Finance,DataVision Ltd,25144.75,No remote,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Robotics Engineer,Mid,Freelance,Ireland,Medium 50-250,PhD,4,Energy,AI Innovations,4399.166666666667,Fully remote,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Research Scientist,Entry,Freelance,India,Medium 50-250,Master,1,Healthcare,TechCorp Inc,4413.0,Hybrid,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Robotics Engineer,Executive,Full Time,France,Medium 50-250,PhD,18,Finance,Autonomous Tech,17332.916666666668,Hybrid,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,Entry,Freelance,United States,Large >250,Master,1,Energy,Digital Transformation LLC,5803.25,Hybrid,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Scientist,Executive,Part Time,United States,Large >250,Bachelor,16,Automotive,Cloud AI Solutions,26932.333333333332,Fully remote,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NLP Engineer,Entry,Freelance,Austria,Medium 50-250,PhD,1,Automotive,DataVision Ltd,4181.083333333333,Fully remote,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Computer Vision Engineer,Executive,Full Time,South Korea,Small <50,Master,12,Manufacturing,Cloud AI Solutions,9298.0,Hybrid,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Head of AI,Mid,Full Time,Denmark,Small <50,Bachelor,3,Government,Algorithmic Solutions,9054.083333333334,Hybrid,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Data Engineer,Executive,Freelance,Sweden,Small <50,Master,10,Transportation,Future Systems,12257.833333333334,No remote,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AI Software Engineer,Senior,Contract,Austria,Small <50,Bachelor,7,Government,Quantum Computing Inc,5850.25,Fully remote,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Robotics Engineer,Entry,Contract,Austria,Small <50,Associate,1,Retail,Cognitive Computing,3885.0833333333335,No remote,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist,Mid,Freelance,Sweden,Medium 50-250,Master,4,Real Estate,Future Systems,6793.916666666667,Fully remote,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Head of AI,Entry,Part Time,South Korea,Small <50,Bachelor,1,Transportation,Autonomous Tech,3313.6666666666665,Hybrid,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AI Architect,Mid,Contract,South Korea,Medium 50-250,PhD,4,Technology,TechCorp Inc,6106.333333333333,No remote,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Autonomous Systems Engineer,Executive,Freelance,Israel,Small <50,PhD,18,Automotive,Predictive Systems,9696.333333333334,Hybrid,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
Data Scientist,Entry,Part Time,Canada,Medium 50-250,Master,1,Energy,Predictive Systems,4487.5,Hybrid,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Research Scientist,Mid,Part Time,France,Large >250,Associate,2,Real Estate,Cloud AI Solutions,8292.166666666666,Fully remote,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Data Analyst,Mid,Part Time,Singapore,Medium 50-250,Master,3,Automotive,DataVision Ltd,7837.083333333333,Fully remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Machine Learning Researcher,Senior,Full Time,United Kingdom,Small <50,PhD,8,Government,Quantum Computing Inc,9557.166666666666,Hybrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Data Scientist,Mid,Part Time,Israel,Small <50,Associate,4,Automotive,Predictive Systems,5384.583333333333,No remote,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Research Scientist,Mid,Contract,Norway,Large >250,Master,3,Energy,Cognitive Computing,11249.5,Fully remote,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
ML Ops Engineer,Senior,Freelance,Israel,Small <50,Bachelor,5,Media,Predictive Systems,5706.666666666667,No remote,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Principal Data Scientist,Executive,Full Time,Sweden,Large >250,PhD,15,Retail,Algorithmic Solutions,20050.25,Fully remote,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Principal Data Scientist,Entry,Part Time,Finland,Large >250,Associate,0,Energy,Predictive Systems,4240.333333333333,Hybrid,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Principal Data Scientist,Entry,Contract,Sweden,Small <50,Master,0,Education,Digital Transformation LLC,4226.916666666667,No remote,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Research Scientist,Senior,Contract,Austria,Large >250,Bachelor,9,Energy,Advanced Robotics,8922.75,Hybrid,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AI Software Engineer,Senior,Freelance,China,Medium 50-250,Associate,8,Education,Predictive Systems,6033.0,Fully remote,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AI Product Manager,Executive,Part Time,Ireland,Small <50,PhD,19,Retail,Advanced Robotics,7516.583333333333,Fully remote,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
ML Ops Engineer,Entry,Part Time,Japan,Small <50,Master,1,Telecommunications,Cognitive Computing,3215.8333333333335,No remote,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Data Engineer,Mid,Contract,United States,Medium 50-250,Bachelor,4,Consulting,DataVision Ltd,7434.5,Fully remote,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AI Research Scientist,Mid,Freelance,India,Large >250,Master,4,Media,Digital Transformation LLC,5650.333333333333,Fully remote,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AI Product Manager,Senior,Part Time,Ireland,Small <50,Bachelor,5,Real Estate,Predictive Systems,5916.666666666667,Hybrid,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Autonomous Systems Engineer,Executive,Freelance,India,Small <50,Bachelor,15,Energy,Predictive Systems,11625.0,Fully remote,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Research Scientist,Executive,Freelance,Australia,Medium 50-250,PhD,18,Automotive,Advanced Robotics,15558.666666666666,Hybrid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
AI Research Scientist,Executive,Full Time,Denmark,Large >250,Bachelor,13,Finance,Machine Intelligence Group,27731.25,Hybrid,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Head of AI,Executive,Contract,Japan,Small <50,Master,16,Education,DeepTech Ventures,12451.166666666666,Hybrid,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
AI Architect,Senior,Full Time,Switzerland,Large >250,Bachelor,9,Energy,DeepTech Ventures,14227.916666666666,Fully remote,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Analyst,Mid,Freelance,Finland,Small <50,PhD,3,Media,DeepTech Ventures,4260.916666666667,No remote,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
Autonomous Systems Engineer,Mid,Freelance,South Korea,Medium 50-250,Bachelor,3,Technology,Advanced Robotics,6446.916666666667,Fully remote,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NLP Engineer,Executive,Contract,Denmark,Large >250,Bachelor,10,Automotive,Machine Intelligence Group,27824.416666666668,Fully remote,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Head of AI,Mid,Freelance,Netherlands,Medium 50-250,PhD,3,Automotive,TechCorp Inc,6383.166666666667,Hybrid,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Machine Learning Engineer,Senior,Full Time,Switzerland,Small <50,PhD,7,Finance,Future Systems,15359.583333333334,Hybrid,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ML Ops Engineer,Mid,Freelance,Germany,Large >250,Bachelor,4,Consulting,DeepTech Ventures,8537.916666666666,Fully remote,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Autonomous Systems Engineer,Entry,Full Time,Denmark,Medium 50-250,Bachelor,1,Media,Algorithmic Solutions,8394.333333333334,Fully remote,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Robotics Engineer,Mid,Contract,South Korea,Medium 50-250,Master,2,Education,Future Systems,5377.75,Hybrid,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Machine Learning Researcher,Entry,Freelance,Ireland,Medium 50-250,Master,1,Automotive,Autonomous Tech,3765.75,No remote,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NLP Engineer,Executive,Full Time,Israel,Small <50,Bachelor,16,Real Estate,Digital Transformation LLC,12203.416666666666,Hybrid,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Analyst,Executive,Part Time,Netherlands,Medium 50-250,Associate,17,Finance,Algorithmic Solutions,17899.0,Fully remote,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
ML Ops Engineer,Mid,Part Time,Israel,Small <50,PhD,3,Gaming,Smart Analytics,5186.583333333333,Fully remote,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Researcher,Entry,Part Time,Germany,Large >250,Master,1,Technology,TechCorp Inc,5195.75,Fully remote,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AI Product Manager,Mid,Contract,Netherlands,Large >250,Master,4,Media,Quantum Computing Inc,9064.75,Fully remote,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Machine Learning Engineer,Executive,Full Time,India,Medium 50-250,Bachelor,16,Healthcare,TechCorp Inc,10363.333333333334,Fully remote,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
AI Specialist,Mid,Contract,Norway,Medium 50-250,Bachelor,4,Manufacturing,DeepTech Ventures,9997.333333333334,Fully remote,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AI Software Engineer,Mid,Full Time,Australia,Large >250,Master,2,Transportation,Neural Networks Co,9732.25,Hybrid,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AI Product Manager,Entry,Freelance,Japan,Medium 50-250,Bachelor,0,Government,Autonomous Tech,3051.1666666666665,No remote,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NLP Engineer,Mid,Contract,Sweden,Small <50,PhD,2,Retail,DataVision Ltd,6045.333333333333,No remote,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Specialist,Entry,Freelance,Switzerland,Large >250,Associate,1,Retail,Advanced Robotics,10846.5,No remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
AI Specialist,Senior,Part Time,France,Small <50,Master,7,Retail,Future Systems,8354.25,Fully remote,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AI Consultant,Executive,Full Time,Ireland,Medium 50-250,PhD,14,Gaming,Autonomous Tech,11410.666666666666,No remote,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Principal Data Scientist,Executive,Contract,Sweden,Small <50,PhD,13,Finance,Cloud AI Solutions,10228.5,No remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AI Product Manager,Entry,Contract,United States,Small <50,Associate,1,Manufacturing,Neural Networks Co,5978.083333333333,Hybrid,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Principal Data Scientist,Executive,Full Time,Singapore,Small <50,PhD,14,Healthcare,Cloud AI Solutions,19022.333333333332,Hybrid,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Machine Learning Researcher,Senior,Full Time,Denmark,Small <50,Associate,5,Government,Quantum Computing Inc,13623.75,Fully remote,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Data Analyst,Executive,Contract,Canada,Small <50,Associate,14,Retail,Cloud AI Solutions,12365.5,No remote,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AI Specialist,Senior,Part Time,Sweden,Medium 50-250,Bachelor,8,Real Estate,Algorithmic Solutions,10211.0,Hybrid,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Principal Data Scientist,Executive,Contract,Singapore,Medium 50-250,Associate,13,Education,TechCorp Inc,16062.166666666666,Fully remote,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AI Specialist,Executive,Full Time,Israel,Small <50,PhD,16,Telecommunications,TechCorp Inc,11273.0,Fully remote,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Robotics Engineer,Executive,Contract,Japan,Large >250,Bachelor,11,Healthcare,Digital Transformation LLC,12433.25,No remote,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
AI Research Scientist,Executive,Freelance,Austria,Medium 50-250,PhD,17,Technology,Predictive Systems,13831.5,No remote,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ML Ops Engineer,Entry,Freelance,Austria,Medium 50-250,Bachelor,1,Transportation,Predictive Systems,3642.5833333333335,Hybrid,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist,Entry,Full Time,Australia,Medium 50-250,Master,0,Gaming,Quantum Computing Inc,6171.083333333333,No remote,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Robotics Engineer,Entry,Full Time,Austria,Medium 50-250,Associate,1,Healthcare,Quantum Computing Inc,4734.583333333333,No remote,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Machine Learning Researcher,Entry,Part Time,Sweden,Medium 50-250,Master,0,Automotive,Cloud AI Solutions,5150.583333333333,Hybrid,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
AI Consultant,Mid,Full Time,China,Small <50,Master,3,Retail,Predictive Systems,4446.583333333333,Hybrid,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AI Software Engineer,Entry,Freelance,China,Large >250,PhD,0,Transportation,Algorithmic Solutions,5461.166666666667,Hybrid,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ML Ops Engineer,Entry,Freelance,Norway,Large >250,Associate,0,Gaming,Algorithmic Solutions,8433.083333333334,Fully remote,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Research Scientist,Mid,Part Time,France,Large >250,Bachelor,4,Healthcare,Smart Analytics,6747.333333333333,Fully remote,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Machine Learning Researcher,Executive,Contract,Switzerland,Medium 50-250,Master,15,Education,TechCorp Inc,25347.75,Fully remote,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
